text,label_str,source,priority,label,weight
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral,allagree,1,1,1.0
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,allagree,1,1,1.0
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,neutral,75agree,2,1,0.7
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,allagree,1,1,1.0
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,neutral,allagree,1,1,1.0
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,75agree,2,1,0.7
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral,75agree,2,1,0.7
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,allagree,1,2,1.0
"S Group 's loyal customer magazine Yhteishyv+ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,allagree,1,1,1.0
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,75agree,2,2,0.7
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral,allagree,1,1,1.0
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,allagree,1,1,1.0
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,allagree,1,2,1.0
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive,75agree,2,2,0.7
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,75agree,2,0,0.7
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",neutral,75agree,2,1,0.7
- Provides summary of the medical equipment pipeline products that the company is developing .,neutral,75agree,2,1,0.7
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",neutral,allagree,1,1,1.0
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative,allagree,1,0,1.0
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral,75agree,2,1,0.7
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral,allagree,1,1,1.0
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive,75agree,2,2,0.7
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",neutral,75agree,2,1,0.7
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,allagree,1,1,1.0
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,allagree,1,2,1.0
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,75agree,2,1,0.7
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,allagree,1,1,1.0
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,75agree,2,0,0.7
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,75agree,2,2,0.7
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,allagree,1,0,1.0
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive,allagree,1,2,1.0
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,allagree,1,2,1.0
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,allagree,1,1,1.0
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive,75agree,2,2,0.7
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral,allagree,1,1,1.0
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,neutral,allagree,1,1,1.0
"Includes company and brand share data by category , as well as distribution channel data .",neutral,allagree,1,1,1.0
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,neutral,75agree,2,1,0.7
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,allagree,1,1,1.0
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive,75agree,2,2,0.7
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,75agree,2,1,0.7
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral,75agree,2,1,0.7
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,positive,75agree,2,2,0.7
Altogether Finnair has canceled over 500 flights because of the strike .,negative,75agree,2,0,0.7
The deliveries started in April 2006 and will be completed in 2007 .,neutral,75agree,2,1,0.7
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",neutral,75agree,2,1,0.7
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,allagree,1,2,1.0
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,allagree,1,1,1.0
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative,allagree,1,0,1.0
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",neutral,allagree,1,1,1.0
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral,75agree,2,1,0.7
Sales of mid-strength beer decreased by 40 % .,negative,allagree,1,0,1.0
The diesel margin has remained high .,positive,75agree,2,2,0.7
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,allagree,1,1,1.0
"Again , the most significant sales increase of 18.6 % was in Russia .",positive,75agree,2,2,0.7
"Purchase it for the 12MP snapper , if nothing else .",neutral,allagree,1,1,1.0
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,allagree,1,2,1.0
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,neutral,75agree,2,1,0.7
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,allagree,1,2,1.0
Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral,allagree,1,1,1.0
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,allagree,1,2,1.0
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",neutral,75agree,2,1,0.7
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,allagree,1,1,1.0
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive,allagree,1,2,1.0
Consumption is forecast to grow by about 2 % .,positive,75agree,2,2,0.7
Coffee will be served starting at 14:30 EET as well as after the event .,neutral,allagree,1,1,1.0
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative,allagree,1,0,1.0
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral,75agree,2,1,0.7
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive,75agree,2,2,0.7
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,allagree,1,0,1.0
